country,Code,date,tests,cases
"Japan, tests performed",,1-Apr-20,69498,
"Japan, tests performed",,2-Apr-20,74611,
"Japan, tests performed",,3-Apr-20,80401,
"Japan, tests performed",,4-Apr-20,86358,
"Japan, tests performed",,5-Apr-20,90026,
"Japan, tests performed",,6-Apr-20,95310,
"Japan, tests performed",,7-Apr-20,102594,
"Japan, tests performed",,8-Apr-20,110594,
"Japan, tests performed",,9-Apr-20,118731,
"Japan, tests performed",,10-Apr-20,126717,
"Japan, tests performed",,11-Apr-20,133743,
"Japan, tests performed",,12-Apr-20,138537,
"Japan, tests performed",,13-Apr-20,145335,
"Japan, tests performed",,14-Apr-20,153785,
"Japan, tests performed",,15-Apr-20,162599,
"Japan, tests performed",,16-Apr-20,170905,
"Japan, tests performed",,17-Apr-20,180276,
"Japan, tests performed",,18-Apr-20,188901,
"Japan, tests performed",,19-Apr-20,193499,
"Japan, tests performed",,20-Apr-20,200401,
"Japan, tests performed",,21-Apr-20,208660,
"Japan, tests performed",,22-Apr-20,217397,
"Japan, tests performed",,23-Apr-20,226567,
"Japan, tests performed",,24-Apr-20,234477,
"Japan, tests performed",,25-Apr-20,241149,
"Japan, tests performed",,26-Apr-20,245118,
"Japan, tests performed",,27-Apr-20,251939,
"Japan, tests performed",,28-Apr-20,260190,
"Japan, tests performed",,29-Apr-20,267218,
"Japan, tests performed",,30-Apr-20,273854,
"Japan, tests performed",,1-May-20,277548,
"Japan, tests performed",,2-May-20,280757,
"Japan, tests performed",,3-May-20,283307,
"Japan, tests performed",,4-May-20,285356,
Jersey,JEY,20-Mar-20,,5
Jersey,JEY,21-Mar-20,,12
Jersey,JEY,22-Mar-20,,12
Jersey,JEY,23-Mar-20,,15
Jersey,JEY,24-Mar-20,,18
Jersey,JEY,25-Mar-20,,18
Jersey,JEY,26-Mar-20,,18
Jersey,JEY,27-Mar-20,,32
Jersey,JEY,28-Mar-20,,52
Jersey,JEY,29-Mar-20,,61
Jersey,JEY,30-Mar-20,,63
Jersey,JEY,31-Mar-20,,63
Jersey,JEY,1-Apr-20,,81
Jersey,JEY,2-Apr-20,,81
Jersey,JEY,3-Apr-20,,81
Jersey,JEY,4-Apr-20,,118
Jersey,JEY,5-Apr-20,,123
Jersey,JEY,6-Apr-20,,155
Jersey,JEY,7-Apr-20,,169
Jersey,JEY,8-Apr-20,,170
Jersey,JEY,9-Apr-20,,170
Jersey,JEY,10-Apr-20,,183
Jersey,JEY,11-Apr-20,,198
Jersey,JEY,12-Apr-20,,198
Jersey,JEY,13-Apr-20,,213
Jersey,JEY,14-Apr-20,,217
Jersey,JEY,15-Apr-20,,217
Jersey,JEY,16-Apr-20,,217
Jersey,JEY,17-Apr-20,,223
Jersey,JEY,18-Apr-20,,224
Jersey,JEY,19-Apr-20,,245
Jersey,JEY,20-Apr-20,,249
Jersey,JEY,21-Apr-20,,249
Jersey,JEY,22-Apr-20,,255
Jersey,JEY,23-Apr-20,,255
Jersey,JEY,24-Apr-20,,276
Jersey,JEY,25-Apr-20,,278
Jersey,JEY,26-Apr-20,,280
Jersey,JEY,27-Apr-20,,281
Jersey,JEY,28-Apr-20,,283
Jersey,JEY,29-Apr-20,,284
Jersey,JEY,30-Apr-20,,286
Jersey,JEY,1-May-20,,286
Jersey,JEY,2-May-20,,286
Jersey,JEY,3-May-20,,291
Jersey,JEY,4-May-20,,292
Jersey,JEY,5-May-20,,293
Jersey,JEY,6-May-20,,293
Jersey,JEY,7-May-20,,293
Jordan,JOR,3-Mar-20,,1
Jordan,JOR,8-Mar-20,,1
Jordan,JOR,15-Mar-20,,1
Jordan,JOR,16-Mar-20,,15
Jordan,JOR,17-Mar-20,,16
Jordan,JOR,18-Mar-20,,35
Jordan,JOR,19-Mar-20,,52
Jordan,JOR,20-Mar-20,,56
Jordan,JOR,21-Mar-20,,69
Jordan,JOR,22-Mar-20,,84
Jordan,JOR,23-Mar-20,,99
Jordan,JOR,24-Mar-20,,112
Jordan,JOR,25-Mar-20,,127
Jordan,JOR,26-Mar-20,,153
Jordan,JOR,27-Mar-20,,172
Jordan,JOR,28-Mar-20,,212
Jordan,JOR,29-Mar-20,,235
Jordan,JOR,30-Mar-20,,259
Jordan,JOR,31-Mar-20,,268
Jordan,JOR,1-Apr-20,,274
Jordan,JOR,2-Apr-20,,278
Jordan,JOR,3-Apr-20,,299
Jordan,JOR,4-Apr-20,,299
Jordan,JOR,5-Apr-20,,323
Jordan,JOR,6-Apr-20,,345
Jordan,JOR,7-Apr-20,,349
Jordan,JOR,8-Apr-20,,349
Jordan,JOR,9-Apr-20,,358
Jordan,JOR,10-Apr-20,,372
Jordan,JOR,11-Apr-20,,372
Jordan,JOR,12-Apr-20,,381
Jordan,JOR,13-Apr-20,,389
Jordan,JOR,14-Apr-20,,391
Jordan,JOR,15-Apr-20,,397
Jordan,JOR,16-Apr-20,,401
Jordan,JOR,17-Apr-20,,402
Jordan,JOR,18-Apr-20,,407
Jordan,JOR,19-Apr-20,,413
Jordan,JOR,20-Apr-20,,417
Jordan,JOR,21-Apr-20,,425
Jordan,JOR,22-Apr-20,,425
Jordan,JOR,23-Apr-20,,428
Jordan,JOR,24-Apr-20,,437
Jordan,JOR,25-Apr-20,,441
Jordan,JOR,26-Apr-20,,444
Jordan,JOR,27-Apr-20,,447
Jordan,JOR,28-Apr-20,,449
Jordan,JOR,29-Apr-20,,449
Jordan,JOR,30-Apr-20,,451
Jordan,JOR,1-May-20,,453
Jordan,JOR,2-May-20,,459
Jordan,JOR,3-May-20,,460
Jordan,JOR,4-May-20,,461
Jordan,JOR,5-May-20,,465
Jordan,JOR,6-May-20,,471
Jordan,JOR,7-May-20,,473
Kazakhstan,KAZ,13-Mar-20,126,
Kazakhstan,KAZ,14-Mar-20,445,
Kazakhstan,KAZ,15-Mar-20,652,6
Kazakhstan,KAZ,16-Mar-20,1038,9
Kazakhstan,KAZ,17-Mar-20,1970,11
Kazakhstan,KAZ,18-Mar-20,2234,33
Kazakhstan,KAZ,19-Mar-20,3284,37
Kazakhstan,KAZ,20-Mar-20,4100,49
Kazakhstan,KAZ,21-Mar-20,5275,53
Kazakhstan,KAZ,22-Mar-20,6508,56
Kazakhstan,KAZ,23-Mar-20,8262,60
Kazakhstan,KAZ,24-Mar-20,9884,62
Kazakhstan,KAZ,25-Mar-20,11349,79
Kazakhstan,KAZ,26-Mar-20,13460,88
Kazakhstan,KAZ,27-Mar-20,15147,120
Kazakhstan,KAZ,28-Mar-20,16622,193
Kazakhstan,KAZ,29-Mar-20,19318,229
Kazakhstan,KAZ,30-Mar-20,21013,284
Kazakhstan,KAZ,31-Mar-20,30905,325
Kazakhstan,KAZ,1-Apr-20,32819,340
Kazakhstan,KAZ,2-Apr-20,35191,348
Kazakhstan,KAZ,3-Apr-20,43149,386
Kazakhstan,KAZ,4-Apr-20,45552,460
Kazakhstan,KAZ,5-Apr-20,50522,460
Kazakhstan,KAZ,6-Apr-20,52881,531
Kazakhstan,KAZ,7-Apr-20,54767,670
Kazakhstan,KAZ,8-Apr-20,56775,704
Kazakhstan,KAZ,9-Apr-20,59371,759
Kazakhstan,KAZ,10-Apr-20,61955,802
Kazakhstan,KAZ,11-Apr-20,65856,840
Kazakhstan,KAZ,12-Apr-20,69304,880
Kazakhstan,KAZ,13-Apr-20,73106,961
Kazakhstan,KAZ,14-Apr-20,76904,1179
Kazakhstan,KAZ,15-Apr-20,81359,1267
Kazakhstan,KAZ,16-Apr-20,85735,1331
Kazakhstan,KAZ,17-Apr-20,92299,1470
Kazakhstan,KAZ,18-Apr-20,100878,1591
Kazakhstan,KAZ,19-Apr-20,108832,1654
Kazakhstan,KAZ,20-Apr-20,117949,1735
Kazakhstan,KAZ,21-Apr-20,126727,1949
Kazakhstan,KAZ,22-Apr-20,139207,2025
Kazakhstan,KAZ,23-Apr-20,153492,2191
Kazakhstan,KAZ,24-Apr-20,164505,2334
Kazakhstan,KAZ,25-Apr-20,180502,2482
Kazakhstan,KAZ,26-Apr-20,196298,2652
Kazakhstan,KAZ,27-Apr-20,205560,2717
Kazakhstan,KAZ,28-Apr-20,216276,2860
Kazakhstan,KAZ,29-Apr-20,232415,3063
Kazakhstan,KAZ,30-Apr-20,249527,3205
Kazakhstan,KAZ,1-May-20,268534,3504
Kazakhstan,KAZ,2-May-20,282862,3671
Kazakhstan,KAZ,3-May-20,296136,3877
Kazakhstan,KAZ,4-May-20,306861,3964
Kazakhstan,KAZ,5-May-20,320411,4121
Kazakhstan,KAZ,6-May-20,336480,4277
Kazakhstan,KAZ,7-May-20,,4502
Kenya,KEN,6-Mar-20,31,
Kenya,KEN,14-Mar-20,,1
Kenya,KEN,15-Mar-20,,1
Kenya,KEN,16-Mar-20,,3
Kenya,KEN,17-Mar-20,111,3
Kenya,KEN,18-Mar-20,132,4
Kenya,KEN,19-Mar-20,173,7
Kenya,KEN,20-Mar-20,,7
Kenya,KEN,21-Mar-20,,7
Kenya,KEN,22-Mar-20,,7
Kenya,KEN,23-Mar-20,,15
Kenya,KEN,24-Mar-20,,16
Kenya,KEN,25-Mar-20,,25
Kenya,KEN,26-Mar-20,600,25
Kenya,KEN,27-Mar-20,,31
Kenya,KEN,28-Mar-20,833,31
Kenya,KEN,29-Mar-20,902,38
Kenya,KEN,30-Mar-20,1074,42
Kenya,KEN,31-Mar-20,1308,50
Kenya,KEN,1-Apr-20,1688,59
Kenya,KEN,2-Apr-20,2350,81
Kenya,KEN,3-Apr-20,2712,110
Kenya,KEN,4-Apr-20,3084,122
Kenya,KEN,5-Apr-20,3614,126
Kenya,KEN,6-Apr-20,4277,142
Kenya,KEN,7-Apr-20,4973,158
Kenya,KEN,8-Apr-20,5278,172
Kenya,KEN,9-Apr-20,5586,179
Kenya,KEN,10-Apr-20,6192,184
Kenya,KEN,11-Apr-20,6683,189
Kenya,KEN,12-Apr-20,7449,191
Kenya,KEN,13-Apr-20,8123,197
Kenya,KEN,14-Apr-20,8817,208
Kenya,KEN,15-Apr-20,9620,216
Kenya,KEN,16-Apr-20,10324,225
Kenya,KEN,17-Apr-20,10774,234
Kenya,KEN,18-Apr-20,11889,246
Kenya,KEN,19-Apr-20,13239,262
Kenya,KEN,20-Apr-20,13872,270
Kenya,KEN,21-Apr-20,14704,281
Kenya,KEN,22-Apr-20,15411,281
Kenya,KEN,23-Apr-20,16079,303
Kenya,KEN,24-Apr-20,16738,320
Kenya,KEN,25-Apr-20,,336
Kenya,KEN,26-Apr-20,,343
Kenya,KEN,27-Apr-20,,355
Kenya,KEN,28-Apr-20,,363
Kenya,KEN,29-Apr-20,,374
Kenya,KEN,30-Apr-20,20268,384
Kenya,KEN,1-May-20,21702,396
Kenya,KEN,2-May-20,22897,411
Kenya,KEN,3-May-20,23780,435
Kenya,KEN,4-May-20,24792,465
Kenya,KEN,5-May-20,25869,490
Kenya,KEN,6-May-20,,535
Kenya,KEN,7-May-20,,582
Kosovo,OWID_KOS,16-Mar-20,,2
Kosovo,OWID_KOS,17-Mar-20,,2
Kosovo,OWID_KOS,18-Mar-20,,19
Kosovo,OWID_KOS,19-Mar-20,,19
Kosovo,OWID_KOS,20-Mar-20,,21
Kosovo,OWID_KOS,21-Mar-20,,24
Kosovo,OWID_KOS,22-Mar-20,,24
Kosovo,OWID_KOS,23-Mar-20,,31
Kosovo,OWID_KOS,24-Mar-20,,61
Kosovo,OWID_KOS,25-Mar-20,,63
Kosovo,OWID_KOS,26-Mar-20,,71
Kosovo,OWID_KOS,27-Mar-20,,79
Kosovo,OWID_KOS,28-Mar-20,,86
Kosovo,OWID_KOS,29-Mar-20,,88
Kosovo,OWID_KOS,30-Mar-20,,91
Kosovo,OWID_KOS,31-Mar-20,,106
Kosovo,OWID_KOS,1-Apr-20,,112
Kosovo,OWID_KOS,2-Apr-20,,112
Kosovo,OWID_KOS,3-Apr-20,,125
Kosovo,OWID_KOS,4-Apr-20,,126
Kosovo,OWID_KOS,5-Apr-20,,132
Kosovo,OWID_KOS,6-Apr-20,,140
Kosovo,OWID_KOS,7-Apr-20,,145
Kosovo,OWID_KOS,8-Apr-20,,184
Kosovo,OWID_KOS,9-Apr-20,,184
Kosovo,OWID_KOS,10-Apr-20,,227
Kosovo,OWID_KOS,11-Apr-20,,250
Kosovo,OWID_KOS,12-Apr-20,,283
Kosovo,OWID_KOS,13-Apr-20,,362
Kosovo,OWID_KOS,14-Apr-20,,377
Kosovo,OWID_KOS,15-Apr-20,,387
Kosovo,OWID_KOS,16-Apr-20,,423
Kosovo,OWID_KOS,17-Apr-20,,449
Kosovo,OWID_KOS,18-Apr-20,,480
Kosovo,OWID_KOS,19-Apr-20,,510
Kosovo,OWID_KOS,20-Apr-20,,510
Kosovo,OWID_KOS,21-Apr-20,,598
Kosovo,OWID_KOS,22-Apr-20,,604
Kosovo,OWID_KOS,23-Apr-20,,630
Kosovo,OWID_KOS,24-Apr-20,,669
Kosovo,OWID_KOS,25-Apr-20,,703
Kosovo,OWID_KOS,26-Apr-20,,731
Kosovo,OWID_KOS,27-Apr-20,,763
Kosovo,OWID_KOS,28-Apr-20,,780
Kosovo,OWID_KOS,29-Apr-20,,790
Kosovo,OWID_KOS,30-Apr-20,,799
Kosovo,OWID_KOS,1-May-20,,799
Kosovo,OWID_KOS,2-May-20,,813
Kosovo,OWID_KOS,3-May-20,,823
Kosovo,OWID_KOS,4-May-20,,851
Kosovo,OWID_KOS,5-May-20,,855
Kosovo,OWID_KOS,6-May-20,,856
Kosovo,OWID_KOS,7-May-20,,860
Kuwait,KWT,24-Feb-20,,3
Kuwait,KWT,25-Feb-20,,5
Kuwait,KWT,26-Feb-20,,11
Kuwait,KWT,27-Feb-20,,26
Kuwait,KWT,28-Feb-20,,43
Kuwait,KWT,29-Feb-20,,45
Kuwait,KWT,1-Mar-20,,45
Kuwait,KWT,2-Mar-20,,46
Kuwait,KWT,3-Mar-20,,56
Kuwait,KWT,6-Mar-20,,58
Kuwait,KWT,8-Mar-20,,61
Kuwait,KWT,9-Mar-20,,64
Kuwait,KWT,10-Mar-20,,65
Kuwait,KWT,11-Mar-20,,69
Kuwait,KWT,12-Mar-20,,72
Kuwait,KWT,13-Mar-20,,80
Kuwait,KWT,14-Mar-20,,100
Kuwait,KWT,15-Mar-20,,104
Kuwait,KWT,16-Mar-20,,112
Kuwait,KWT,17-Mar-20,,123
Kuwait,KWT,18-Mar-20,,130
Kuwait,KWT,19-Mar-20,,142
Kuwait,KWT,20-Mar-20,,148
Kuwait,KWT,21-Mar-20,,159
Kuwait,KWT,22-Mar-20,,176
Kuwait,KWT,23-Mar-20,,188
Kuwait,KWT,24-Mar-20,,189
Kuwait,KWT,25-Mar-20,,191
Kuwait,KWT,26-Mar-20,,195
Kuwait,KWT,27-Mar-20,,208
Kuwait,KWT,28-Mar-20,,225
Kuwait,KWT,29-Mar-20,,235
Kuwait,KWT,30-Mar-20,,255
Kuwait,KWT,31-Mar-20,,266
Kuwait,KWT,1-Apr-20,,289
Kuwait,KWT,2-Apr-20,,317
Kuwait,KWT,3-Apr-20,,342
Kuwait,KWT,4-Apr-20,,342
Kuwait,KWT,5-Apr-20,,479
Kuwait,KWT,6-Apr-20,,556
Kuwait,KWT,7-Apr-20,,665
Kuwait,KWT,8-Apr-20,,743
Kuwait,KWT,9-Apr-20,,855
Kuwait,KWT,10-Apr-20,,910
Kuwait,KWT,11-Apr-20,,993
Kuwait,KWT,12-Apr-20,,1154
Kuwait,KWT,13-Apr-20,,1234
Kuwait,KWT,14-Apr-20,,1300
Kuwait,KWT,15-Apr-20,,1355
Kuwait,KWT,16-Apr-20,,1405
Kuwait,KWT,17-Apr-20,,1524
Kuwait,KWT,18-Apr-20,,1658
Kuwait,KWT,19-Apr-20,,1752
Kuwait,KWT,20-Apr-20,,1915
Kuwait,KWT,21-Apr-20,,1995
Kuwait,KWT,22-Apr-20,,2080
Kuwait,KWT,23-Apr-20,,2248
Kuwait,KWT,24-Apr-20,,2399
Kuwait,KWT,25-Apr-20,,2614
Kuwait,KWT,26-Apr-20,,2892
Kuwait,KWT,27-Apr-20,,3075
Kuwait,KWT,28-Apr-20,,3288
Kuwait,KWT,29-Apr-20,,3440
Kuwait,KWT,30-Apr-20,,3740
Kuwait,KWT,1-May-20,,4024
Kuwait,KWT,2-May-20,,4377
Kuwait,KWT,3-May-20,,4619
Kuwait,KWT,4-May-20,,4983
Kuwait,KWT,5-May-20,,5278
Kuwait,KWT,6-May-20,,5804
Kuwait,KWT,7-May-20,,6289
Kyrgyzstan,KGZ,19-Mar-20,,3
Kyrgyzstan,KGZ,20-Mar-20,,6
Kyrgyzstan,KGZ,21-Mar-20,,6
Kyrgyzstan,KGZ,22-Mar-20,,14
Kyrgyzstan,KGZ,23-Mar-20,,14
Kyrgyzstan,KGZ,24-Mar-20,,16
Kyrgyzstan,KGZ,25-Mar-20,,42
Kyrgyzstan,KGZ,26-Mar-20,,44
Kyrgyzstan,KGZ,27-Mar-20,,44
Kyrgyzstan,KGZ,28-Mar-20,,58
Kyrgyzstan,KGZ,29-Mar-20,,84
Kyrgyzstan,KGZ,30-Mar-20,,84
Kyrgyzstan,KGZ,31-Mar-20,,84
Kyrgyzstan,KGZ,1-Apr-20,,107
Kyrgyzstan,KGZ,2-Apr-20,,112
Kyrgyzstan,KGZ,3-Apr-20,,125
Kyrgyzstan,KGZ,4-Apr-20,,144
Kyrgyzstan,KGZ,5-Apr-20,,144
Kyrgyzstan,KGZ,6-Apr-20,,216
Kyrgyzstan,KGZ,7-Apr-20,,228
Kyrgyzstan,KGZ,8-Apr-20,,270
Kyrgyzstan,KGZ,9-Apr-20,,280
Kyrgyzstan,KGZ,10-Apr-20,,298
Kyrgyzstan,KGZ,11-Apr-20,,339
Kyrgyzstan,KGZ,12-Apr-20,,377
Kyrgyzstan,KGZ,13-Apr-20,,419
Kyrgyzstan,KGZ,14-Apr-20,,430
Kyrgyzstan,KGZ,15-Apr-20,,449
Kyrgyzstan,KGZ,16-Apr-20,,466
Kyrgyzstan,KGZ,17-Apr-20,,489
Kyrgyzstan,KGZ,18-Apr-20,,506
Kyrgyzstan,KGZ,19-Apr-20,,554
Kyrgyzstan,KGZ,20-Apr-20,,568
Kyrgyzstan,KGZ,21-Apr-20,,590
Kyrgyzstan,KGZ,22-Apr-20,,612
Kyrgyzstan,KGZ,23-Apr-20,,631
Kyrgyzstan,KGZ,24-Apr-20,,656
Kyrgyzstan,KGZ,25-Apr-20,,665
Kyrgyzstan,KGZ,26-Apr-20,,682
Kyrgyzstan,KGZ,27-Apr-20,,695
Kyrgyzstan,KGZ,28-Apr-20,,708
Kyrgyzstan,KGZ,29-Apr-20,,729
Kyrgyzstan,KGZ,30-Apr-20,,746
Kyrgyzstan,KGZ,1-May-20,,746
Kyrgyzstan,KGZ,2-May-20,,769
Kyrgyzstan,KGZ,3-May-20,,795
Kyrgyzstan,KGZ,4-May-20,,830
Kyrgyzstan,KGZ,5-May-20,,843
Kyrgyzstan,KGZ,6-May-20,,871
Kyrgyzstan,KGZ,7-May-20,,895
Laos,LAO,25-Mar-20,,2
Laos,LAO,26-Mar-20,,2
Laos,LAO,27-Mar-20,,6
Laos,LAO,28-Mar-20,,6
Laos,LAO,29-Mar-20,,6
Laos,LAO,30-Mar-20,,6
Laos,LAO,31-Mar-20,,9
Laos,LAO,1-Apr-20,,9
Laos,LAO,2-Apr-20,,10
Laos,LAO,3-Apr-20,,10
Laos,LAO,4-Apr-20,,10
Laos,LAO,5-Apr-20,,10
Laos,LAO,6-Apr-20,,11
Laos,LAO,7-Apr-20,,12
Laos,LAO,8-Apr-20,,12
Laos,LAO,9-Apr-20,,15
Laos,LAO,10-Apr-20,,16
Laos,LAO,11-Apr-20,,16
Laos,LAO,12-Apr-20,,18
Laos,LAO,13-Apr-20,,19
Laos,LAO,14-Apr-20,,19
Laos,LAO,15-Apr-20,,19
Laos,LAO,16-Apr-20,,19
Laos,LAO,17-Apr-20,,19
Laos,LAO,18-Apr-20,,19
Laos,LAO,19-Apr-20,,19
Laos,LAO,20-Apr-20,,19
Laos,LAO,21-Apr-20,,19
Laos,LAO,22-Apr-20,,19
Laos,LAO,23-Apr-20,,19
Laos,LAO,24-Apr-20,,19
Laos,LAO,25-Apr-20,,19
Laos,LAO,26-Apr-20,,19
Laos,LAO,27-Apr-20,,19
Laos,LAO,28-Apr-20,,19
Laos,LAO,29-Apr-20,,19
Laos,LAO,30-Apr-20,,19
Laos,LAO,1-May-20,,19
Laos,LAO,2-May-20,,19
Laos,LAO,3-May-20,,19
Laos,LAO,4-May-20,,19
Laos,LAO,5-May-20,,19
Laos,LAO,6-May-20,,19
Laos,LAO,7-May-20,,19
Latvia,LVA,29-Feb-20,116,
Latvia,LVA,1-Mar-20,126,
Latvia,LVA,2-Mar-20,163,
Latvia,LVA,3-Mar-20,204,1
Latvia,LVA,4-Mar-20,240,
Latvia,LVA,5-Mar-20,275,
Latvia,LVA,6-Mar-20,307,
Latvia,LVA,7-Mar-20,321,
Latvia,LVA,8-Mar-20,343,2
Latvia,LVA,9-Mar-20,391,3
Latvia,LVA,10-Mar-20,450,6
Latvia,LVA,11-Mar-20,497,8
Latvia,LVA,12-Mar-20,576,10
Latvia,LVA,13-Mar-20,703,16
Latvia,LVA,14-Mar-20,1019,19
Latvia,LVA,15-Mar-20,1353,26
Latvia,LVA,16-Mar-20,1704,31
Latvia,LVA,17-Mar-20,2199,36
Latvia,LVA,18-Mar-20,2954,61
Latvia,LVA,19-Mar-20,3674,71
Latvia,LVA,20-Mar-20,4373,86
Latvia,LVA,21-Mar-20,5762,111
Latvia,LVA,22-Mar-20,6573,124
Latvia,LVA,23-Mar-20,7758,139
Latvia,LVA,24-Mar-20,8645,180
Latvia,LVA,25-Mar-20,9796,197
Latvia,LVA,26-Mar-20,10613,221
Latvia,LVA,27-Mar-20,11702,244
Latvia,LVA,28-Mar-20,12748,280
Latvia,LVA,29-Mar-20,13805,305
Latvia,LVA,30-Mar-20,14307,376
Latvia,LVA,31-Mar-20,14807,376
Latvia,LVA,1-Apr-20,15810,398
Latvia,LVA,2-Apr-20,16834,446
Latvia,LVA,3-Apr-20,18198,458
Latvia,LVA,4-Apr-20,19380,493
Latvia,LVA,5-Apr-20,20680,509
Latvia,LVA,6-Apr-20,21453,533
Latvia,LVA,7-Apr-20,22575,542
Latvia,LVA,8-Apr-20,24036,548
Latvia,LVA,9-Apr-20,25458,577
Latvia,LVA,10-Apr-20,26656,589
Latvia,LVA,11-Apr-20,27796,612
Latvia,LVA,12-Apr-20,28214,630
Latvia,LVA,13-Apr-20,28776,651
Latvia,LVA,14-Apr-20,29018,655
Latvia,LVA,15-Apr-20,29896,657
Latvia,LVA,16-Apr-20,31302,666
Latvia,LVA,17-Apr-20,32837,675
Latvia,LVA,18-Apr-20,34697,682
Latvia,LVA,19-Apr-20,35881,712
Latvia,LVA,20-Apr-20,36668,727
Latvia,LVA,21-Apr-20,37972,739
Latvia,LVA,22-Apr-20,39336,748
Latvia,LVA,23-Apr-20,41041,761
Latvia,LVA,24-Apr-20,43080,778
Latvia,LVA,25-Apr-20,45743,784
Latvia,LVA,26-Apr-20,47617,804
Latvia,LVA,27-Apr-20,49181,812
Latvia,LVA,28-Apr-20,51561,818
Latvia,LVA,29-Apr-20,54811,836
Latvia,LVA,30-Apr-20,57886,849
Latvia,LVA,1-May-20,61120,858
Latvia,LVA,2-May-20,63102,870
Latvia,LVA,3-May-20,64245,871
Latvia,LVA,4-May-20,65464,879
Latvia,LVA,5-May-20,66150,896
Latvia,LVA,6-May-20,68627,896
Latvia,LVA,7-May-20,,900
Lebanon,LBN,22-Feb-20,,1
Lebanon,LBN,23-Feb-20,,1
Lebanon,LBN,24-Feb-20,,1
Lebanon,LBN,25-Feb-20,,1
Lebanon,LBN,26-Feb-20,,1
Lebanon,LBN,27-Feb-20,,2
Lebanon,LBN,28-Feb-20,,3
Lebanon,LBN,29-Feb-20,,3
Lebanon,LBN,1-Mar-20,,4
Lebanon,LBN,2-Mar-20,,10
Lebanon,LBN,3-Mar-20,,13
Lebanon,LBN,6-Mar-20,,16
Lebanon,LBN,7-Mar-20,,22
Lebanon,LBN,9-Mar-20,,32
Lebanon,LBN,10-Mar-20,,41
Lebanon,LBN,11-Mar-20,,41
Lebanon,LBN,12-Mar-20,,61
Lebanon,LBN,13-Mar-20,,66
Lebanon,LBN,15-Mar-20,,93
Lebanon,LBN,16-Mar-20,,99
Lebanon,LBN,17-Mar-20,,120
Lebanon,LBN,18-Mar-20,,120
Lebanon,LBN,19-Mar-20,,133
Lebanon,LBN,20-Mar-20,,149
Lebanon,LBN,21-Mar-20,,163
Lebanon,LBN,22-Mar-20,,230
Lebanon,LBN,23-Mar-20,,248
Lebanon,LBN,24-Mar-20,,267
Lebanon,LBN,25-Mar-20,,304
Lebanon,LBN,26-Mar-20,,333
Lebanon,LBN,27-Mar-20,,368
Lebanon,LBN,28-Mar-20,,391
Lebanon,LBN,29-Mar-20,,412
Lebanon,LBN,30-Mar-20,,438
Lebanon,LBN,31-Mar-20,,446
Lebanon,LBN,1-Apr-20,,463
Lebanon,LBN,2-Apr-20,,479
Lebanon,LBN,3-Apr-20,,494
Lebanon,LBN,4-Apr-20,,494
Lebanon,LBN,5-Apr-20,,520
Lebanon,LBN,6-Apr-20,,527
Lebanon,LBN,7-Apr-20,,541
Lebanon,LBN,8-Apr-20,,548
Lebanon,LBN,9-Apr-20,,575
Lebanon,LBN,10-Apr-20,,582
Lebanon,LBN,11-Apr-20,,609
Lebanon,LBN,12-Apr-20,,619
Lebanon,LBN,13-Apr-20,,630
Lebanon,LBN,14-Apr-20,,632
Lebanon,LBN,15-Apr-20,,641
Lebanon,LBN,16-Apr-20,,658
Lebanon,LBN,17-Apr-20,,663
Lebanon,LBN,18-Apr-20,,668
Lebanon,LBN,19-Apr-20,,672
Lebanon,LBN,20-Apr-20,,673
Lebanon,LBN,21-Apr-20,,677
Lebanon,LBN,22-Apr-20,,677
Lebanon,LBN,23-Apr-20,,682
Lebanon,LBN,24-Apr-20,,688
Lebanon,LBN,25-Apr-20,,696
Lebanon,LBN,26-Apr-20,,704
Lebanon,LBN,27-Apr-20,,707
Lebanon,LBN,28-Apr-20,,710
Lebanon,LBN,29-Apr-20,,717
Lebanon,LBN,30-Apr-20,,721
Lebanon,LBN,1-May-20,,725
Lebanon,LBN,2-May-20,,729
Lebanon,LBN,3-May-20,,733
Lebanon,LBN,4-May-20,,737
Lebanon,LBN,5-May-20,,740
Lebanon,LBN,6-May-20,,741
Lebanon,LBN,7-May-20,,750
Liberia,LBR,17-Mar-20,,1
Liberia,LBR,18-Mar-20,,2
Liberia,LBR,19-Mar-20,,2
Liberia,LBR,20-Mar-20,,2
Liberia,LBR,21-Mar-20,,2
Liberia,LBR,22-Mar-20,,3
Liberia,LBR,23-Mar-20,,3
Liberia,LBR,24-Mar-20,,3
Liberia,LBR,25-Mar-20,,3
Liberia,LBR,26-Mar-20,,3
Liberia,LBR,27-Mar-20,,3
Liberia,LBR,28-Mar-20,,3
Liberia,LBR,29-Mar-20,,3
Liberia,LBR,30-Mar-20,,3
Liberia,LBR,31-Mar-20,,3
Liberia,LBR,1-Apr-20,,3
Liberia,LBR,2-Apr-20,,6
Liberia,LBR,3-Apr-20,,6
Liberia,LBR,4-Apr-20,,7
Liberia,LBR,5-Apr-20,,10
Liberia,LBR,6-Apr-20,,13
Liberia,LBR,7-Apr-20,,14
Liberia,LBR,8-Apr-20,,14
Liberia,LBR,9-Apr-20,,31
Liberia,LBR,10-Apr-20,,31
Liberia,LBR,11-Apr-20,,37
Liberia,LBR,12-Apr-20,,48
Liberia,LBR,13-Apr-20,,50
Liberia,LBR,14-Apr-20,,59
Liberia,LBR,15-Apr-20,,59
